2022-03-01 10:42:48.175;2022-03-01 10:43:28.041; Duration: 0:00:40;stackAPI-Ansible_upgrade_all.c05e7-  TASK [Fetch message log files]
2022-03-01 10:43:45.891;2022-03-01 10:44:18.196; Duration: 0:00:33;stackAPI-Ansible_upgrade_all.d6d96-  TASK [Generate ISO file - ASTL5HOST3-SES1S1-cidata.iso]
2022-03-01 10:44:32.440;2022-03-01 10:45:10.538; Duration: 0:00:38;stackAPI-Ansible_upgrade_all.3453d-  TASK [Copy image to /var/lib/libvirt/images/ASTL5HOST3-PA1S1]
2022-03-01 10:45:25.079;2022-03-01 10:46:03.211; Duration: 0:00:38;stackAPI-Ansible_upgrade_all.cf415-  TASK [Copy MCP-22.0.0.0.4184.qcow2 image to ASTL5HOST3-SES1S1 VM dir on kvm_provider_access_ASTL53 host]
2022-03-01 10:46:50.036;2022-03-01 10:47:22.877; Duration: 0:00:32;stackAPI-Ansible_upgrade_all.d61a0-  TASK [Copy MCP-22.0.0.0.4184.qcow2 image to ASTL5HOST3-PA1S1 VM dir on kvm_provider_access_ASTL53 host]
2022-03-01 10:47:49.927;2022-03-01 10:48:22.937; Duration: 0:00:33;stackAPI-Ansible_upgrade_all.d61a0-  TASK [Successfully started the VM : ASTL5HOST3-PA1S1]
2022-03-01 10:48:22.937;2022-03-01 10:49:46.516; Duration: 0:01:24;stackAPI-Ansible_upgrade_all.3a237-  TASK [Wait for system to become reachable]
2022-03-01 10:51:01.150;2022-03-01 10:56:53.546; Duration: 0:05:52;stackAPI-Ansible_upgrade_all.3a237-  TASK [Check if 'PLAY RECAP' in as-commissioning.log - 2 mins/try]
2022-03-01 10:57:08.394;2022-03-01 10:58:29.941; Duration: 0:01:21;stackAPI-Ansible_upgrade_all.3a237-  TASK [Check if 'PLAY RECAP' in as-commissioning.log - 2 mins/try]
2022-03-01 10:58:44.069;2022-03-01 11:10:03.911; Duration: 0:11:19;stackAPI-Ansible_upgrade_all.3a237-  TASK [Fail if failed > 0. or (unreachable > 0 AND no done_str)]
2022-03-01 11:10:03.911;2022-03-01 11:11:14.247; Duration: 0:01:11;stackAPI-Ansible_AsVnf.9eb41-  TASK [Wait for system to become reachable]
2022-03-01 11:13:44.643;2022-03-01 14:55:55.331; Duration: 3:42:11;stackAPI-Ansible_AsVnf.9eb41-  TASK [Delete OMI user]
2022-03-01 15:01:39.506;2022-03-01 15:15:00.077; Duration: 0:13:21;stackAPI-Ansible_AsVnf.b6e22-  TASK [Remove app state file]
2022-03-01 15:15:33.538;2022-03-01 15:16:21.253; Duration: 0:00:48;stackAPI-Ansible_upgrade_all.23f79-  TASK [Fetch message log files]
2022-03-01 15:16:40.501;2022-03-01 15:17:12.859; Duration: 0:00:32;stackAPI-Ansible_upgrade_all.e1f99-  TASK [Generate ISO file - ASTL5HOST4-EM1S2-cidata.iso]
2022-03-01 15:17:16.007;2022-03-01 15:17:51.231; Duration: 0:00:35;stackAPI-Ansible_upgrade_all.b5dc2-  TASK [Copy image to /var/lib/libvirt/images/ASTL5HOST4-EM1S2]
2022-03-01 15:17:54.162;2022-03-01 15:18:46.766; Duration: 0:00:52;stackAPI-Ansible_upgrade_all.82bb0-  TASK [Upload /resources/images/MCP-22.0.0.0.4184.qcow2 to /var/lib/libvirt/images/tmp. This may take some time.]
2022-03-01 15:19:05.000;2022-03-01 15:19:41.129; Duration: 0:00:36;stackAPI-Ansible_upgrade_all.82bb0-  TASK [Copy MCP-22.0.0.0.4184.qcow2 image to ASTL5HOST4-EM1S2 VM dir on kvm_provider_access_ASTL54 host]
2022-03-01 15:19:41.129;2022-03-01 15:20:21.024; Duration: 0:00:40;stackAPI-Ansible_upgrade_all.82bb0-  TASK [Resize qcow2 image to 70 GB]
2022-03-01 15:20:23.334;2022-03-01 15:20:56.650; Duration: 0:00:33;stackAPI-Ansible_upgrade_all.82bb0-  TASK [Successfully started the VM : ASTL5HOST4-EM1S2]
2022-03-01 15:20:56.650;2022-03-01 15:22:07.341; Duration: 0:01:11;stackAPI-Ansible_upgrade_all.e217a-  TASK [Wait for system to become reachable]
2022-03-01 15:23:05.967;2022-03-01 15:25:11.966; Duration: 0:02:06;stackAPI-Ansible_upgrade_all.e217a-  TASK [Check if 'PLAY RECAP' in as-commissioning.log - 2 mins/try]
2022-03-01 15:25:17.948;2022-03-01 15:27:23.818; Duration: 0:02:06;stackAPI-Ansible_upgrade_all.e217a-  TASK [Check if 'PLAY RECAP' in as-commissioning.log - 2 mins/try]
2022-03-01 15:27:29.889;2022-03-01 15:29:35.346; Duration: 0:02:06;stackAPI-Ansible_upgrade_all.e217a-  TASK [Check if 'PLAY RECAP' in as-commissioning.log - 2 mins/try]
2022-03-01 15:29:40.816;2022-03-01 15:31:45.945; Duration: 0:02:05;stackAPI-Ansible_upgrade_all.e217a-  TASK [Check if 'PLAY RECAP' in as-commissioning.log - 2 mins/try]
2022-03-01 15:31:51.481;2022-03-01 15:33:56.648; Duration: 0:02:05;stackAPI-Ansible_upgrade_all.e217a-  TASK [Check if 'PLAY RECAP' in as-commissioning.log - 2 mins/try]
2022-03-01 15:34:02.092;2022-03-01 15:36:07.230; Duration: 0:02:05;stackAPI-Ansible_upgrade_all.e217a-  TASK [Check if 'PLAY RECAP' in as-commissioning.log - 2 mins/try]
2022-03-01 15:36:12.993;2022-03-01 15:38:18.209; Duration: 0:02:06;stackAPI-Ansible_upgrade_all.e217a-  TASK [Check if 'PLAY RECAP' in as-commissioning.log - 2 mins/try]
2022-03-01 15:38:23.834;2022-03-01 15:40:28.939; Duration: 0:02:05;stackAPI-Ansible_upgrade_all.e217a-  TASK [Check if 'PLAY RECAP' in as-commissioning.log - 2 mins/try]
2022-03-01 15:40:34.358;2022-03-01 15:42:39.497; Duration: 0:02:05;stackAPI-Ansible_upgrade_all.e217a-  TASK [Check if 'PLAY RECAP' in as-commissioning.log - 2 mins/try]
2022-03-01 15:42:44.991;2022-03-01 15:44:50.107; Duration: 0:02:06;stackAPI-Ansible_upgrade_all.e217a-  TASK [Check if 'PLAY RECAP' in as-commissioning.log - 2 mins/try]
2022-03-01 15:44:55.692;2022-03-01 15:47:01.013; Duration: 0:02:06;stackAPI-Ansible_upgrade_all.e217a-  TASK [Check if 'PLAY RECAP' in as-commissioning.log - 2 mins/try]
